uniqueID,Link,title,geolocatable,datable,date_start,date_end,user_notes,latLng,Lat,Lng,Maps,Num,source,OK?,Mismatch (ft)
434188,434188,Synagogues,Locatable,yes,1950,1959,,"43.7605547,-79.45430320000003",43.7605547,-79.45430320000003,link,2,matt,,0
435673,435673,Six Points Interchange area,Locatable,yes,1960,,,"43.64151349999999,-79.53519589999996",43.64151349999999,-79.53519589999996,link,1,party,,
436752,436752,Avenue Road Ravine,Locatable,yes,1960,1968,,"43.7223224,-79.4155475",43.7223224,-79.4155475,link,1,party,,
437050,437050,H. Carnegie's Presentation,Not Locatable,yes,1959,1962,,,,,,1,danvk,,
438764,438764,Three Discs by Menashe Kadishman,Locatable,yes,1967,,"It's on ""Sculpture Hill""; not sure exactly where that is.","43.64654789999999,-79.4636903",43.64654789999999,-79.4636903,link,1,party,,
439127,439127,TTC float,Not Locatable,yes,1957,,,,,,,2,party,,
439127,439127,TTC float,Not Locatable,yes,1957,,,,,,,2,matt,,0
439321,439321,Housing,Locatable,yes,1977,,Based on scanning Street View on 8th,"43.602462,-79.507361",43.602462,-79.507361,link,1,danvk,,
439574,439574,Gould looking east from Yonge at night,Locatable,yes,1980,1989,,"43.6574008,-79.3813604",43.6574008,-79.3813604,link,1,party,,
439600,439600,Miscellaneous and unidentified housing,Maybe,yes,1961,,,"43.59838721266697,-79.49990534868772",43.59838721266697,-79.49990534868772,,1,party,,
439675,439675,Yonge looking north to College,Locatable,yes,1980,1989,,"43.66008095414182,-79.38253572485348",43.66008095414182,-79.38253572485348,link,1,ryan,,
440125,440125,Model of redevelopment of Granby and McGill at Yonge,Locatable,yes,1981,,"model, not a photo","43.65986900000001,-79.3816708",43.65986900000001,-79.3816708,link,1,party,,
440212,440212,Looking east on Liberty from east of Fraser,Locatable,yes,1980,1989,,"43.63763185222484,-79.4239725251312",43.63763185222484,-79.4239725251312,link,1,party,,
440691,440691,Map of areas of special identity in King-Spadina,Locatable,yes,1980,1998,,"43.64547227270853,-79.39504540370484",43.64547227270853,-79.39504540370484,link,1,party,,
440938,440938,North-east corner of Stadium Road and Queens Quay West,Locatable,yes,1980,1998,,"43.6344967,-79.4005932",43.6344967,-79.4005932,link,1,party,,
441217,441217,Computer rendition of proposed railway lands development,Locatable,yes,1980,1998,,"43.63747228543014,-79.39570314186403",43.63747228543014,-79.39570314186403,link,1,party,,
442076,442076,City model,Not Locatable,yes,1996,1996,,,,,,1,party,,
442117,442117,Model of proposed development at the Gardiner and Dan Leckie Way,Not Locatable,yes,1987,,,,,,,1,ryan,,
442847,442847,"South side of Wellesley, east of Yonge",Locatable,yes,1980,1998,precise location based on street view,"43.665159904528636,-79.38343436994",43.665159904528636,-79.38343436994,link,1,party,,
443265,443265,Spadina Avenue looking north?,Not Locatable,yes,1890,1910,,"43.6518338,-79.3974809",43.6518338,-79.3974809,,1,party,,
443541,443541,Ontario Place,Locatable,yes,1976,,,"43.63002077798419,-79.41758850003055",43.63002077798419,-79.41758850003055,link,5,party,,
443586,443586,"Road at Ontario Place just south of Lake Shore Boulevard, looking east",Maybe,yes,1976,,,"43.63130550769243,-79.41078377937015",43.63130550769243,-79.41078377937015,,1,party,,
443762,443762,Closed circuit televisions,Locatable,yes,1963-01-01,1963-12-31,,"43.6682622,-79.3998583",43.6682622,-79.3998583,link,1,ryan,,
444095,444095,Queens Quay east of Rees looking north-west,Locatable,yes,1980,1998,,"43.63927078989327,-79.3844109774933",43.63927078989327,-79.3844109774933,link,1,party,,
444527,444527,"Street mall, United States",Not Locatable,yes,1973,,,,,,,1,ryan,,
445124,445124,Lake Shore Boulevard at Marine Parade Drive looking east,Maybe,yes,1980,1998,,"43.6261626,-79.47703589999998",43.6261626,-79.47703589999998,,1,party,,
445253,445253,"Village by the Grange, McCaul",Locatable,yes,1980,,,"43.652306,-79.390383",43.652306,-79.390383,link,1,danvk,,
445357,445357,Spadina and Harbord looking east,Locatable,yes,1993,,,"43.6630483,-79.4022147",43.6630483,-79.4022147,link,3,party,,
445357,445357,Spadina and Harbord looking east,Locatable,yes,1993,,,"43.6630483,-79.4022147",43.6630483,-79.4022147,link,3,ryan,,0
445357,445357,Spadina and Harbord looking east,Locatable,yes,1993,,,"43.6630483,-79.4022147",43.6630483,-79.4022147,link,3,matt,,0
445508,445508,William Whyte presentation - city plan conference,Not Locatable,yes,1991,,,,,,,1,party,,
445673,445673,Yonge looking north from Alcorn,Locatable,yes,1980,1998,,"43.68213360556124,-79.39162470276335",43.68213360556124,-79.39162470276335,link,1,party,,
446446,446446,Opening ceremonies of Bloor-Danforth subway line,Not Locatable,yes,1966,,,,,,,2,party,,
446446,446446,Opening ceremonies of Bloor-Danforth subway line,Not Locatable,yes,1966,,,,,,,2,matt,,0
446970,446970,Spadina Crescent East looking north to Russell,Locatable,yes,1980,1998,,"43.65996878552114,-79.3999724280335",43.65996878552114,-79.3999724280335,link,1,party,,
447955,447955,"Cable installation at Royal York Station, and control room at Main Station",Locatable,yes,1968,,Assuming Royal York Station,"43.648178,-79.511334",43.648178,-79.511334,link,1,danvk,,
448431,448431,Port Industrial Lands looking north-west from above,Locatable,yes,1980,1998,Aerial View,"43.64387221524829,-79.34030702612301",43.64387221524829,-79.34030702612301,link,1,party,,
448436,448436,"Yonge Street, looking south from the McBrien Building",Locatable,yes,1968,,,"43.697754,-79.39697949999999",43.697754,-79.39697949999999,link,1,party,,
448716,448716,Waterfront proposals,Not Locatable,yes,1990,1998,,,,,,1,party,,
449135,449135,10 Glen Morris,Locatable,yes,1980,1998,,"43.6642727,-79.40125869999997",43.6642727,-79.40125869999997,link,1,party,,
449792,449792,Outer Harbour plans and aquatic park,Not Locatable,yes,1977,,,,,,,2,party,,
449792,449792,Outer Harbour plans and aquatic park,Not Locatable,yes,1977,,,,,,,2,matt,,0
450044,450044,Ryerson University on north side of Gould east of Yonge,Locatable,yes,1978,1980,,"43.657618138544024,-79.38115655211482",43.657618138544024,-79.38115655211482,link,2,party,,
450044,450044,Ryerson University on north side of Gould east of Yonge,Locatable,yes,1978,1980,,"43.657618138544024,-79.38115655211482",43.657618138544024,-79.38115655211482,link,2,matt,,0
450423,450423,Planning graphics,Not Locatable,yes,1970,1972,,,,,,1,party,,
451075,451075,"Robarts Library, University of Toronto",Locatable,yes,1987,,,"43.664486,-79.39968999999996",43.664486,-79.39968999999996,link,1,party,,
451701,451701,Ontario Place canal,Maybe,yes,1980,1987,,"44.0471902,-77.62797280000001",44.0471902,-77.62797280000001,,3,party,,
451701,451701,Ontario Place canal,Maybe,yes,1980,1987,,"44.0471902,-77.62797280000001",44.0471902,-77.62797280000001,,3,matt,,0
451701,451701,Ontario Place canal,Locatable,yes,1980,1987,,"43.629995, -79.414030",43.629995, -79.414030,link,3,danvk override,,668212.1584
452153,452153,Algonquin Island looking south-west,Locatable,yes,1978,1983,,"43.627621,-79.35995",43.627621,-79.35995,link,1,danvk,,
452373,452373,Woman walking stroller in St. James Town,Locatable,yes,1980,1985,,"43.6708666,-79.37330639999999",43.6708666,-79.37330639999999,link,1,party,,
452399,452399,Unidentified location near St. James Town or Moss Park,Maybe,yes,1972,1974,,,,,,1,party,,
452541,452541,North-east corner of Yonge and Carlton,Locatable,yes,1984,1994,,"43.661555577916175,-79.38283040793453",43.661555577916175,-79.38283040793453,link,2,party,,
452541,452541,North-east corner of Yonge and Carlton,Locatable,yes,1984,1994,,"43.661555577916175,-79.38283040793453",43.661555577916175,-79.38283040793453,link,2,matt,,0
452861,452861,Looking south-west to Queen's Park,Locatable,yes,1990,1994,,"43.664452383885546,-79.39239672803342",43.664452383885546,-79.39239672803342,link,1,party,,
453179,453179,Proposed intersecting sewers and outfall,Not Locatable,yes,1889,,Map of Toronto,,,,,1,party,,
453338,453338,West side of Yonge north of Front,Locatable,yes,1983,1993,Still there! Good candidate for streetviewing.,"43.647331325411855,-79.37713486137687",43.647331325411855,-79.37713486137687,link,1,party,y,
453342,453342,South side of Wellington west of Yonge,Locatable,yes,1983,1993,,"43.647407560757365,-79.37922468227839",43.647407560757365,-79.37922468227839,link,1,ryan,y,
453540,453540,Site diagram of Convention Centre and area south,Not Locatable,yes,1990,1994,,,,,,1,ryan,,
462406,462406,View of the upper floor of the Royal Bank building at Yonge and Bloor Street,Locatable,yes,1974-09-17,,,"43.670243,-79.386781",43.670243,-79.386781,link,1,danvk,y,
462425,462425,"View of shoe store window display on the west side of Yonge Street, north of Wellesly",Locatable,yes,1975,,,"43.66527824990929,-79.3848199920655",43.66527824990929,-79.3848199920655,link,1,party,y,
463517,463517,Close view of column detail on the side of Simpson's and Eaton's pedestrian bridge,Locatable,yes,1978,,,"43.652032,-79.37972100000002",43.652032,-79.37972100000002,link,2,party,y,
463517,463517,Close view of column detail on the side of Simpson's and Eaton's pedestrian bridge,Locatable,yes,1978,,,"43.652032,-79.37972100000002",43.652032,-79.37972100000002,link,2,matt,y,0
463796,463796,Street view of St. James Park,Locatable,yes,1957-09-25,1983-06-1983,,"43.650234986621385,-79.37295261163939",43.650234986621385,-79.37295261163939,link,1,ryan,y,
514999,514999,"Sunnyside, wading pool",Locatable,yes,1936,,,"43.6376543,-79.45455199999998",43.6376543,-79.45455199999998,link,1,party,y,
516647,516647,"Toronto Skyline - view from Wilton St, across Sherbourne",Locatable,yes,1980,,,"43.648503717229346,-79.36807692062376",43.648503717229346,-79.36807692062376,link,1,party,y,
516715,516715,"Toronto skyline, west from Broadview and Sparkhall",Locatable,yes,1983,,,"43.671292441243665,-79.3543820539673",43.671292441243665,-79.3543820539673,link,1,party,y,
517016,517016,Reflection in Sheraton Centre windows on Queen St,Locatable,yes,1979,,,"43.6511149,-79.3843172",43.6511149,-79.3843172,link,2,party,y,
517016,517016,Reflection in Sheraton Centre windows on Queen St,Locatable,yes,1979,,,"43.6511149,-79.3843172",43.6511149,-79.3843172,link,2,matt,y,0
517440,517440,"Demolition of a building, formerly used by the Toronto Street Railway Company and Toronto Railway Company, located on the northwest corner of Front St E. and Frederick St, interior view",Locatable,yes,1978-12-12,1979-02-08,,"43.65022138255927,-79.36904544232789",43.65022138255927,-79.36904544232789,link,1,ryan,y,
517989,517989,"Demolition of Firstbrook Bros., 287 King St E. - view from Ontario at King",Locatable,yes,1980,,,"43.6515423,-79.36693550000001",43.6515423,-79.36693550000001,link,1,party,y,
518394,518394,"Shuter St, north side, east of Ontario St, northwest corner",Locatable,yes,1977,,,"43.65657745352051,-79.36702960527953",43.65657745352051,-79.36702960527953,link,1,party,y,
518630,518630,"King St E., rear of buildings",Maybe,yes,1971-11-03,1983-09-22,,,,,,1,ryan,,
518840,518840,"King and Berkeley Sts, southwest corner",Locatable,yes,1984,,,"43.651883590335274,-79.36448608836054",43.651883590335274,-79.36448608836054,link,2,party,y,
518840,518840,"King and Berkeley Sts, southwest corner",Locatable,yes,1984,,,"43.651883590335274,-79.36448608836054",43.651883590335274,-79.36448608836054,link,2,matt,y,0
519777,519777,View of Queen Street East at Parliament Street,Locatable,yes,1977,,,"43.65560010000001,-79.36444289999997",43.65560010000001,-79.36444289999997,link,1,party,y,
519934,519934,View of flower beds on Centre Island,Locatable,yes,1957,1972,Ryan helped me,"43.6179901986222,-79.37329655819701",43.6179901986222,-79.37329655819701,link,1,party,y,
520608,520608,View of Queen Street Eaton's store just prior to demolition,Locatable,yes,1977,1977,,"43.6524128,-79.3792588",43.6524128,-79.3792588,link,1,party,y,
520690,520690,Long side view of glass staircase in Eaton Centre,Locatable,yes,1977,1977,,"43.65390258594844,-79.38010931401675",43.65390258594844,-79.38010931401675,link,1,party,y,
521987,521987,Kennedy Road north from Lawrence Avenue,Locatable,yes,1963,,,"43.750511213517925,-79.27519450740965",43.750511213517925,-79.27519450740965,link,1,party,y,
522246,522246,Construction of University Avenue subway,Maybe,yes,1960,,,,,,,1,ryan,,
530731,530731,Frank Brown's Retirement,Not Locatable,yes,1967,1967,,,,,,1,ryan,,
550072,550072,Map of proposed railway lands development,Locatable,yes,1990,1994,,"43.6452299,-79.38060999999999",43.6452299,-79.38060999999999,link,1,party,y,
550327,550327,North-east corner of Yonge and Wellesley,Locatable,yes,1994,,,"43.665254966645215,-79.3842620925904",43.665254966645215,-79.3842620925904,link,2,party,y,
550327,550327,North-east corner of Yonge and Wellesley,Locatable,yes,1994,,,"43.665254966645215,-79.3842620925904",43.665254966645215,-79.3842620925904,link,2,matt,y,0
550604,550604,Philadelphia or Boston,Not Locatable,yes,1979,1988,,,,,,1,party,,
551098,551098,Lifeguard station on Island looking north to city,Locatable,yes,1976,1992,"This is a hard one, but I'm pretty sure I know exactly where this is","43.63225636759474,-79.35644319555661",43.63225636759474,-79.35644319555661,link,1,ryan,y,
551582,551582,Berczy Park under construction looking east,Locatable,yes,1980,1983,,"43.648002443331485,-79.37534740469357",43.648002443331485,-79.37534740469357,link,1,ryan,y,
552153,552153,Rosedale Ravine [?],Locatable,yes,1980,1995,,"43.674266614242946,-79.36402722485354",43.674266614242946,-79.36402722485354,link,1,party,y,
552838,552838,Entrance to parking garage for Harbour Square condominiums at foot of Bay Street,Locatable,yes,1982,1994,,"43.6406593,-79.3764974",43.6406593,-79.3764974,link,1,party,y,
554302,554302,Unidentified location looking south,Maybe,yes,1980,1989,,,,,,2,party,,
554302,554302,Unidentified location looking south,Maybe,yes,1980,1989,,,,,,2,matt,,0
554437,554437,Illustration of street patterns,Not Locatable,yes,1990,,,,,,,1,ryan,,
554572,554572,Significant areas,Not Locatable,yes,1985,,,,,,,1,ryan,,
554867,554867,Spadina looking north from Front,Locatable,yes,1983,1991,,"43.6427784,-79.3937866",43.6427784,-79.3937866,link,1,party,y,
555052,555052,University looking south to Dundas,Locatable,yes,1983,,"that's a picture looking South towards Queens, picture is mislabeled, if you need any convincing, look at where the hilton is in real life (unless it has moved)","43.65168751171457,-79.38707358227839",43.65168751171457,-79.38707358227839,link,2,party,y,
555052,555052,University looking south to Dundas,Locatable,yes,1983,,,"43.65854798728128,-79.3899600794067",43.65854798728128,-79.3899600794067,link,2,ryan,y,2711.627438
555189,555189,Yonge looking north from Maitland,Locatable,yes,1977,1983,,"43.6638777346982,-79.38406682012942",43.6638777346982,-79.38406682012942,link,1,party,y,
555463,555463,South side of College just east of Spadina,Locatable,yes,1980,1994,,"43.65785785552237,-79.39944837168889",43.65785785552237,-79.39944837168889,link,1,party,y,
555540,555540,Gardiner looking south at Rees [?],Locatable,yes,1983,1987,,"43.63962795344771,-79.38701808465578",43.63962795344771,-79.38701808465578,link,1,party,y,
559155,559155,Metropolitan Toronto aerial photographs,Not Locatable,yes,1983,,The photo link is broken?,,,,,2,party,,
559155,559155,Metropolitan Toronto aerial photographs,Not Locatable,yes,1983,,The photo link is broken?,,,,,2,matt,,0
564957,564957,"Living room with gas radiant fire, hot water radiator, gas and electric lighting, leopard skin rug and piano",Not Locatable,yes,1913,,,,,,,1,party,,
570591,570591,"University Armory, officers training",Locatable,yes,1940,,"Figured out where this was based on http://torontoplaques.com/Pages/University_Avenue_Armouries.html

Demolished in 1963.","43.6530606,-79.38772719999997",43.6530606,-79.38772719999997,link,1,party,,
571433,571433,Avenue Road widening,Locatable,yes,1959,,"From ""File"". It's the Church of the Redeemer at 162 Bloor St W","43.669049,-79.394013",43.669049,-79.394013,link,1,danvk,n,saved into google sheets incorrectly
572523,572523,"Toronto, Canadian hockey game, action",Maybe,yes,1945,1945,,,,,,1,party,,
573527,573527,Neighbourhood advisory council meeting,Not Locatable,yes,1990,,"this photo mentions the filming of a television show in 1990, but that seems very unlikely since television weren't a thing yet ....",,,,,1,party,,
573965,573965,Ottawa,Maybe,yes,1990,,,"45.41262809999999,-75.70300859999998",45.41262809999999,-75.70300859999998,,1,ryan,,
574092,574092,Christie Gardens on Lambertlodge looking east to Melita,Locatable,yes,1991,,,"43.6731898,-79.4226931",43.6731898,-79.4226931,link,1,party,y,
575081,575081,Skating at Nathan Phillips Square,Locatable,yes,1990,1992,,"43.6525485,-79.38351180000001",43.6525485,-79.38351180000001,link,1,party,y,
600706,600706,News board at Toronto Summit Square,Locatable,yes,1988,,,"43.64642651222848,-79.38731197990114",43.64642651222848,-79.38731197990114,link,1,party,y,
600770,600770,Logo for Toronto's 150th birthday,Not Locatable,yes,1987,,,,,,,1,party,,
601128,601128,House at unidentified location,Not Locatable,yes,1987,1990,,,,,,2,party,,
601128,601128,House at unidentified location,Maybe,yes,1987,1990,,,,,,2,ryan,,0
601300,601300,Bloor and Parliament looking south-west to city centre,Locatable,yes,1990,1991,"""Architecture in the year 2000"" — sounds like something worth checking out!","43.6720333,-79.37072799999999",43.6720333,-79.37072799999999,link,1,party,y,
606009,606009,"Corner of George St. and Dundas St., looking south-east",Locatable,yes,1972,,,"43.652972736184495,-79.39324701278679",43.652972736184495,-79.39324701278679,link,1,party,y,
606550,606550,"Corner of Sackville St. and St. Paul St., looking south",Locatable,yes,1972,,,"43.65574276639365,-79.36124340024719",43.65574276639365,-79.36124340024719,link,1,party,y,
616878,616878,"Corner of University Ave. and Queen's Park Cres., looking east",Locatable,yes,1972,,,"43.662901043046396,-79.39093984973755",43.662901043046396,-79.39093984973755,link,1,party,y,
622037,622037,"Corner of Sherbourne St. and the Gardiner Expressway, looking south-west",Locatable,yes,1972,,,"43.646583,-79.366179",43.646583,-79.366179,link,1,danvk,n,the google sheet recorded weirdly
622066,622066,"Corner of Sherbourne St. and Queens Quay, looking north-east",Locatable,yes,1972,,,"43.6451803,-79.36542629999997",43.6451803,-79.36542629999997,link,1,party,y,
633640,633640,Beaconsfield laneway detail,Locatable,yes,2009,,,"43.64785220792115,-79.42552682803341",43.64785220792115,-79.42552682803341,link,1,party,n,"almost, look a block off"
652721,652721,"View of wing and engine, from the window of an aircraft",Not Locatable,yes,1950,1969,,,,,,2,party,,
652721,652721,"View of wing and engine, from the window of an aircraft",Not Locatable,yes,1950,1969,,,,,,2,matt,,0
670590,670590,"Corner of John St. and Wellington St., looking south-east",Locatable,yes,1972,,,"43.645272, -79.389191",43.645272, -79.389191,link,1,party,y,